32,453
32,38
32,18089
32,1129
32,354382
32,33
32,11109710
32,228
32,577
32,1010
32,84387
32,516
32,8028947
32,16898
32,1852
32,22597
32,17868
32,3065
32,124796
32,79640
32,4191
32,143
32,687
32,6778
32,19824
32,56
32,143800
32,903
32,2097
32,8143
32,461425
32,1396
32,1105
32,1775
32,558
32,223
32,364701
32,999
32,380
32,12303
32,3389
32,10429
32,1623
32,3415
32,276
32,590
32,503
32,14821
32,9739
32,13426612
32,59
32,136
32,7373
32,258
32,9321
32,14755
32,5600267
32,452
32,697
32,20994
32,3354
32,365
32,212
32,27147
32,645
32,412496
32,229
32,18371
32,1222
32,7564486
32,46
32,4964
32,500
32,338868
32,39783
32,2277
32,43
32,1110
32,862
32,144
32,140
32,347
32,557504
32,1526
32,227
32,1380
32,443
32,17850
32,10012276
32,7482
32,400438
32,1908
32,18098
32,37633
32,482
32,1530851
32,1843
32,2102
32,15066
32,83550
32,1034
32,1747
32,591
32,8096142
32,873
32,213
32,47321
32,277
32,4284
32,3149987
32,446
32,18309
32,1963
32,214
32,260
32,13799
32,8871
32,3013
32,9705
32,12091
32,382040
32,17020
32,606
32,387
32,138
32,636
32,846
32,5185507
32,139
32,45
32,1096
32,273
32,702
32,218
32,2183
32,222
32,3724
32,3722
32,235
32,1434
32,55232
32,47699
32,36076
32,8892535
32,13094
32,11589530
32,493
32,13030503
32,793
32,152961
32,802
32,12534
32,442755
32,234
32,1349
32,646
32,2634
32,647
32,527
32,134
32,38415
32,1254097
32,142
32,209
32,24841634
32,3030
32,359
32,63
32,700
32,278
32,697943
32,2155
32,52
32,681
32,259
32,20971
32,570
32,9610642
32,65
32,763
32,1582367
32,20932705
32,2919
32,110714
32,717032
32,348
32,13885
32,321439
32,8487
32,3515939
32,34125
32,29259
32,17235
32,31666
32,467
32,1133
32,44
32,882
32,777
32,84441
32,9193
32,962
32,360
32,28115
32,20413755
32,1159
32,488
32,352
32,2630044
32,747
32,233
32,29125
32,2371
32,6036
32,6533
32,997
32,6462
32,669
32,306
32,53
453,29584
453,16611
453,33
453,6887
453,473064
453,17886
453,436386
453,1852
453,510432
453,6778
453,1309940
453,56
453,903
453,28826
453,999
453,16066
453,3389
453,1623
453,3415
453,36090
453,276
453,201125
453,59
453,136
453,2621492
453,9321
453,489
453,229
453,171572
453,16989
453,500
453,32
453,43
453,140
453,1110
453,16620
453,41790
453,8484
453,742542
453,55200
453,219042
453,265736
453,1034
453,1747
453,19807
453,18292747
453,277
453,19920
453,4944689
453,13799
453,40011
453,6088
453,636
453,138
453,65320
453,846
453,139
453,702
453,3724
453,8741980
453,20980
453,78087
453,24630
453,642
453,142
453,209
453,63
453,359
453,278
453,2928
453,52
453,20971
453,763
453,15417454
453,8760
453,8487
453,15431
453,467
453,882
453,2011
453,719539
453,190941
453,17584
453,488
453,747
453,676460
453,25733
38,33
38,903
38,8143
38,276
38,59
38,32
38,43
38,140
38,227
38,443
38,9246
38,260
38,45
38,235
38,793
38,12534
38,234
38,35418
38,142
38,209
38,278
38,52
38,259
38,570
38,65
38,1582367
38,467
38,44
18089,2068
18089,54586
18089,533
18089,19394
18089,27359
18089,2097
18089,223
18089,13093
18089,13216
18089,32
18089,2157838
18089,1908
18089,154116
18089,2102
18089,405884
18089,3682
18089,12091
18089,606
18089,5185507
18089,9583
18089,646
18089,28279
18089,479065
18089,110714
18089,720801
18089,777
18089,21298
1129,29584
1129,86695
1129,20752
1129,11203
1129,33
1129,11109710
1129,31843
1129,49503
1129,20938
1129,329647
1129,16898
1129,22597
1129,5826
1129,805536
1129,3385
1129,39785
1129,75845
1129,34920
1129,143
1129,146866
1129,24841
1129,20897749
1129,19824
1129,21842
1129,143800
1129,2097
1129,21959
1129,12476
1129,4163084
1129,2666
1129,37098
1129,9145
1129,461425
1129,29267
1129,1775
1129,19820
1129,223
1129,364701
1129,999
1129,11144681
1129,58822
1129,5734989
1129,10429
1129,503
1129,2576399
1129,278640
1129,59
1129,136
1129,7643
1129,9082893
1129,258
1129,5214695
1129,15032
1129,158390
1129,262211
1129,20994
1129,645
1129,16662
1129,412496
